text,product,target,clean
"Looking for an iPhone app that manages multiple accounts, allowing
You to select which you follow from. AND lists! Suggestions?  #sxsw",,1,looking iphone manages multiple account allowing select follow list suggestion sxsw
Looking for an iphone battery solution for next week at #SXSW. Any suggestions?,,1,looking iphone battery solution next week sxsw suggestion
"Not a rumor any longer, Apple to open up a pop up store on Congress for the iPad2 launch during #SXSW. {link} #GeeksRejoice",,1,rumor longer apple open store congress ipad launch sxsw link geeksrejoice
"@mention or anyone heading to #sxsw If you have Android/iPhone, install &quot;cab4me&quot;. 
{link}",,1,anyone heading sxsw android iphone install quot quot link
Waiting for bestie to come out of @mention popup store with our iPad 2's:) #SXSW #apple #iPad2,iPad,2,waiting bestie come popup store ipad sxsw apple ipad
"SXSW GO for Blackberry and Windows Phone 7: 
SXSW GO is now available  on iPhone, iPad, Andro... {link} #sxsw #music #news",,1,sxsw blackberry window phone sxsw available iphone ipad andro link sxsw music news
"SXSW GO for Blackberry and Windows Phone 7: 
SXSW GO is now available  on iPhone, iPad, Android, Blackberr... {link} #SXSW",,1,sxsw blackberry window phone sxsw available iphone ipad android blackberr link sxsw
Waiting for google keynote to start #sxsw,,1,waiting google keynote start sxsw
"NYT app for iPad: not &quot;here's an amazing way to serve our readership,&quot; more &quot;here's a market opportunity we can't ignore.&quot; #sxsw #newsapps",iPad or iPhone App,0,ipad quot amazing serve readership quot quot market opportunity ignore quot sxsw newsapps
@mention or like the iPad 2 line at #sxsw you could sell your space at the exercise class for $900...,,1,like ipad line sxsw could sell space exercise class
Perfect for me! A session about Google Recipes search ( among other things). #SXSW,Google,2,perfect session google recipe search among thing sxsw
"#sxsw rumor mill: iPad 3 will have between 6 and 15 cameras, slightly thinner rare earths case, and &quot;different&quot; but still smudgy screen.",iPad,1,sxsw rumor mill ipad camera slightly thinner rare earth case quot different quot still smudgy screen
"Looking for tech/mobile bloggers &amp; others to join iPad 2 panelist line up for #SXSW (Tues, 3:30) LMK!",,1,looking tech mobile blogger others join ipad panelist line sxsw tues
Looking for the best disc created at #SXSW. The winner gets an iPad 2.,,1,looking best disc created sxsw winner get ipad
Looking for the best iphone app to hail a cab in Austin? (free if possible) #austin #sxsw #iphoneapp,,1,looking best iphone hail austin free possible austin sxsw iphoneapp
"In line for the Google and Bing pagerank session. Hope there's a smack down! #sxsw (@mention Hilton, Salon J w/ 44 others) {link}",,1,line google bing pagerank session hope smack sxsw hilton salon others link
"Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi",,1,detail ipad giveaway coming tonight sxsw sxswi
in line for the ipad2 - why not!! Apple hype team just made the high-five run by #sxsw,iPad,2,line ipad apple hype team made high five sxsw
Waiting for the video  RT @mention Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky,,1,waiting video ipad winning performance link sxsw accordion toodamnlucky
Û÷Viagra for your communicationsÛª @mention launches Android app at #SXSW {link} Happy to see expansion beyond Outlook plugin.,Android App,2,viagra communication launch android sxsw link happy expansion beyond outlook plugin
#SXSW Rumor: Google employees are given a travel budget per city. If they use less they can bank the diff for future trips.,,1,sxsw rumor google employee given travel budget city le bank diff future trip
"Die Antwoord was awesome in Umshini Wam from Korine. And Park's NIGHT FISHING was amazing, especially for being shot on iPhone 4 #SXSW",iPhone,2,antwoord awesome umshini korine park night fishing amazing especially shot iphone sxsw
#apple store #atx  {link} #SXSW,,1,apple store atx link sxsw
"&quot;Before It Even Begins, Apple Wins #SXSW&quot;: Apple to setup temporary store in Austin for iPad 2 launch March 11th {link}",Apple,2,quot before even begin apple win sxsw quot apple setup temporary store austin ipad launch march link
"#tech Before It Even Begins, #Apple Wins #SXSW {link} #technology",Apple,2,tech before even begin apple win sxsw link technology
"#tech Before It Even Begins, #Apple Wins #SXSW: Over the past week, there's been a major dilemma in... {link} #technology",Apple,2,tech before even begin apple win sxsw over past week major dilemma link technology
"#tech Before It Even Begins, Apple Wins #SXSW {link}",Apple,2,tech before even begin apple win sxsw link
Hooray! More long lines! RT @mention Apple is opening temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link},Apple,2,hooray more long line apple opening temporary store downtown austin sxsw ipad launch link
Pop up stores R popping up everywhere. RT @mention Confirmed! Apple store 2 week popup in Austin 4 #SXSW NoÛ_ (cont) {link},,1,store popping everywhere confirmed apple store week popup austin sxsw cont link
"Que???? Porque?!?!
#Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #SXSW #socialmedia",,1,porque google launch major social network called circle possibly today link sxsw socialmedia
I was a worried when this guy stated w/ &quot;ppl. spend a lot of time inside&quot; but what IS Google doing to help navigate indoor spaces? #SXSW,,1,worried stated quot spend time inside quot google help navigate indoor space sxsw
Need support for private content.  RT @mention now discussing PubSubHubbub: {link} #fsw #sxsw,,1,need support private content discussing pubsubhubbub link fsw sxsw
Looking forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything.  #SXSW,iPhone,0,looking forward delicious mobile austin iphone user struggle anything sxsw
looking forward to hearing  google's @mention present today at #sxsw,Google,2,looking forward hearing google present today sxsw
Looking forward to hearing Lynn Teo tell me nice things I probably should already know about iPad navigation #UXDes #sxsw,iPad,2,looking forward hearing lynn tell nice thing probably already know ipad navigation uxdes sxsw
Looking forward to J Roddy Walston &amp; the Business at #SXSW Google party. Here's them [vid] {link},,1,looking forward roddy walston business sxsw google party here link
Looking forward to learning about #iPad #design at #SxSW.,iPad,2,looking forward learning ipad design sxsw
Looking forward to seeing iPad 2 at the site of the AlphaGraphics where I bought $1 laser prints in 1986 (Scarborough Building).  #sxsw,iPad,2,looking forward seeing ipad site alphagraphics bought laser print scarborough building sxsw
Looking forward to the day when @mention and @mention release native Android 3.0 tablet-optimized clients! Google Latitude sucks! #sxsw,Other Google product or service,0,looking forward release native android tablet optimized client google latitude suck sxsw
Looking forward to the iPhone and Android design sessions at #SXSW. Can't wait to drink and give away stuff and get paid for doing it too.,iPhone,2,looking forward iphone android design session sxsw wait drink give away stuff paid
Looking forward to visiting the #Apple store  that has come up on Congress Ave for #SxSW #apple Sell more iPAD,Apple,2,looking forward visiting apple store come congress sxsw apple sell ipad
Live photos at Apple Store #SXSW 10x2 @mention @mention @mention @mention @sehugg @kshepherd @juntao @WuChangTX #iPad {link},,1,live photo apple store sxsw ipad link
"Hey tweegos..Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw",,1,tweegos google launch major social network called circle possibly today link sxsw
Google Close to Launching New Social Network - Circles {link} #google #sxsw,,1,google close launching social network circle link google sxsw
Both Microsoft and Google are ripping us off too {link} :( @mention a Joomla! wannabe logo #sxsw {link},Google,0,both microsoft google ripping link joomla wannabe logo sxsw link
"New blogpost Google Announces 60 Checkins in Austin, Texas #SXSW {link} + my iCNNreport post: {link} #sxsw #SCRM",,1,blogpost google announces checkins austin texas sxsw link icnnreport post link sxsw scrm
"All the posts from #sxsw are making me jealous.  BTW #sxsw auto corrects as ass's on the iPad. No joke, check it.",iPad,1,post sxsw making jealous sxsw auto corrects ipad joke check
"ipad is not a game changer just a new game, its a about multiplicity and options not either or, but someone has to p[ay for content! #sxsw",iPad,1,ipad game changer game multiplicity option either someone content sxsw
"Finally got a new iPhone 4 so I can tweet from my phone again! Just in time for #SXSW Gah, this has been torture. #addictedtotheinterwebs",iPhone,2,finally iphone tweet phone just time sxsw torture addictedtotheinterwebs
this is not how I want 2 B spending my  time during #sxsw :( (@mention Apple Store w/ 2 others) {link},,1,want spending time sxsw apple store others link
Finally got my #SXSW schedule on my #google calendar. #coudbeeasier,,1,finally sxsw schedule google calendar coudbeeasier
It just got real. Apple Store #SXSW {link},,1,real apple store sxsw link
Sad I'm not there!! ÛÏ@mention Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW,,1,head link today access acoustic solo sxsw
"True or not True?ÛÏ@mention  Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",,1,true true google launch major social network called circle possibly today link sxsw
Jenny I got your number. #SXSW #google,,1,jenny number sxsw google
"Come! &quot;@mention Google Party is at GSD&amp;M  #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!&quot;",Google,2,come quot google party sxsw badge get free food drink music place line great party come quot
Panel &quot;iPad 2 vs Android vs the World&quot; #platform met @mention #sxsw #sxswNL - {link},,1,panel quot ipad android world quot platform sxsw sxswnl link
Apple &quot;Pops Up&quot; Store for SXSW Event {link} via @mention #sxsw,,1,apple quot pop quot store sxsw event link sxsw
{link} another example of the marketing beast that is #apple at #sxsw,,1,link another example marketing beast apple sxsw
Yea!!! Another Google product that isn't available for Google Apps yet: Google Hotpot. #sxsw,Other Google product or service,0,another google product available google apps google hotpot sxsw
&quot;No other reason for Apple's continued survival than the existence of God&quot; - @mention #enchantment  #SXSW #sxswi,Apple,0,quot reason apple continued survival existence quot enchantment sxsw sxswi
Google photo booth @mention at the Six Lounge. Check IT! #sxsw {link},,2,google photo booth lounge check sxsw link
No from hotpot RT @mention Google Places with Hotpot personalized &quot;friend&quot; recommendations are pulled from... Facebook??? #SXSW,,1,hotpot google place hotpot personalized quot friend quot recommendation pulled facebook sxsw
#SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link},iPad,2,sxsw hootsuite chilltab tablet stand rock canadian social medium ipad best link
For all you #sxsw folks taking notes on your iPad be sure to download Dan Bricklin's app Notetaker. Really sweet.  Thanks @mention,iPad or iPhone App,2,sxsw folk taking note ipad sure download bricklin notetaker really sweet thanks
"Helping you clean up and organize all of your news/content, @mention does a great job for you #iPad owners. #sxsw #SXSWi",iPad or iPhone App,2,helping clean organize news content great ipad owner sxsw sxswi
how did you guys like our presentation at @mention #SXSW wanna try Filmaster on your iPhone now?,iPhone,2,guy like presentation sxsw wanna filmaster iphone
Twitter you have failed me for the last time *force chokes iPhone* #sxsw,iPhone,0,twitter failed last time force choke iphone sxsw
Hey all you lucky ducks headed to #SXSW want to win an iPad? @mention (client) is giving one away. Details here: {link} #SXSWi,,1,lucky duck headed sxsw want ipad client giving away detail link sxswi
"In case you missed #SxSW news coverage, we were featured in today's Fast Company:  {link}",,1,case missed sxsw news coverage featured today fast company link
I28: If you Want Blood - You Got It {link} [codes valid: 8:00-11:59:59p 03/13/11] #infektd #sxsw #zomb,,1,want blood link code valid infektd sxsw zomb
"Hey, if you're at #SXSW check out my pals @mention They're crucial dudes.Just fuckin' google to see when they're playing or whatever",,1,sxsw check pal they crucial dude just fuckin google playing whatever
@mention ouch. Looks like I might be able to grab one at the #SXSW temp Apple store,iPad,2,ouch look like might able grab sxsw temp apple store
Missed #TouchingStories at #SXSW? Catch it at Web 2.0 - Touching Stories: Designing Digital Magazines for the iPad {link},,1,missed touchingstories sxsw catch touching story designing digital magazine ipad link
#bettercloud #SXSW presenter &amp; Austin native John Wiley happens to be chief engineer behind Google search,,1,bettercloud sxsw presenter austin native john wiley happens chief engineer behind google search
#SXSW a tougher crowd than Colin Quinn RT @mention Hey Marissa Mayer Please tell us something new Not about products Google launched months ago,Google,0,sxsw tougher crowd colin quinn marissa mayer please tell something product google launched month
"Killer thought from @mention - if you are not paying for a service, it's probably you that is being sold (ref Google, TV ads etc)#sxsw #psfk",,1,killer thought paying service probably sold google sxsw psfk
Glad I brought my #Mac to #SXSW! PC clearly not cool in this environment. May walk around with #thePlatform iPad,iPad,2,glad brought mac sxsw clearly cool environment walk around theplatform ipad
If you thought people spent a lot of time staring at their iPhone last year at #sxsw ...just wait.,,1,thought people spent time staring iphone last year sxsw wait
Haven't bought your #iPad 2 yet? Going to #SXSW? Check out Apple's pop-up store. {link},,1,haven bought ipad going sxsw check apple store link
My life would be so much better with an iPad. #brainwashed #lines #SXSW,iPad,2,life would much better ipad brainwashed line sxsw
Google should do a Doodle for #SXSW.,,1,google doodle sxsw
Alarms should go off if you allow users to generate content! - says Google's Richard Salgado #privacybootcamp #sxsw,,1,alarm allow user generate content say google richard salgado privacybootcamp sxsw
And it should go without saying.... google bread is going to be AMAZING!!!! #sxsw #googlebread,Google,2,without saying google bread going amazing sxsw googlebread
Privacy Could Headline Google Circles Social Network Reveal Later Today [Social Networks] {link} #ACLU #GoogleCircles #SXSW,,1,privacy could headline google circle social network reveal later today social network link aclu googlecircles sxsw
"#Google could launch a 'major' new social network called Circles, possibly today: {link} #SXSW Remake of Wave?",,1,google could launch major social network called circle possibly today link sxsw remake wave
Google should put those engineers formerly behind real estate listings into renewing the Google Checkout project. #SXSW,Other Google product or service,1,google engineer formerly behind real estate listing renewing google checkout project sxsw
Apple announces pop-up store at #SXSW. See our take on the future of pop-up stores here: {link},,1,apple announces store sxsw take future store link
"Already found our song of #sxsw thanks to  @mention &quot;Iphone, blackberry, iphone, blackberry. Iphone, blackberry, iphone, blackberry!&quot;",,1,already found song sxsw thanks quot iphone blackberry iphone blackberry iphone blackberry iphone blackberry quot
Gowalla founder started with sketches of what passport stamps would look like on the newly released iPhone #sxsw @mention,,1,gowalla founder started sketch passport stamp would look like newly released iphone sxsw
"tip: if your #SXSW hashtag search is being throttled by @mention dumb 420 errors, use google eg {link} for #fsw",,1,sxsw hashtag search throttled dumb error google link fsw
@mention our Android &amp; iPhone app launches at #sxsw also. keep your handy lil device updated w/event info {link} #eventseekr,iPad or iPhone App,2,android iphone launch sxsw also keep handy device updated event info link eventseekr
"Promote your film, band or app with @mention iPhone game! {link} shout me out #sxswi #sxsw #ncbshow",,1,promote film band iphone game link shout sxswi sxsw ncbshow
Half an hour into #futureoftouch  first mention of ipad by our Microsoft speakers #sxsw,,1,half hour futureoftouch first mention ipad microsoft speaker sxsw
Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link},iPad or iPhone App,2,word motherboard want iphone apps heading sxsw today one link
Show me your mustache and monocle.  #google #freedrinks #sxsw #hipsters,,1,show mustache monocle google freedrinks sxsw hipster
But are your phones staying charged? My crappy #iPhone would never handle #SXSW! RT @mention @mention @mention no sleep crazyfest!!!!!!,iPhone,0,phone staying charged crappy iphone would never handle sxsw sleep crazyfest
@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link},,2,social calendar rolled special sxsw functionality iphone android link
"What??? four South Africans, who capped off a 35-hour plane trip to #SXSW with a nine-hour wait in the iPad line...{link}",iPad,2,what four south african capped hour plane trip sxsw nine hour wait ipad line link
At the #yourmom iPad design talk. #SXSW,,1,yourmom ipad design talk sxsw
"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw",iPad,0,part journalsim support democracy informed populous ipad focus support newsapps sxsw
"I am curious about #Google Circle, their rumored new take on the next social network. Have to stay tuned for news from #SxSW.",,1,curious google circle rumored take next social network have stay tuned news sxsw
I am jealous to see people with the iPad 2 take photos with it. #IwantaCameraonmyiPad #SXSW,iPad,2,jealous people ipad take photo iwantacameraonmyipad sxsw
"Checking out -- Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,1,checking designing ipad interface navigation schema sxsw link sxsw uxdes
Checking out @mention - iPhone app for finding a car service. #sxsw,,1,checking iphone finding service sxsw
Checking-out Designing for Android session at SXSW.#SXSW #UXAmandroid,,1,checking designing android session sxsw sxsw uxamandroid
Checking out Google's @mention keynote at #sxsw #mkesxsw who is from Wisconsin!,,2,checking google keynote sxsw mkesxsw wisconsin
"checking out iPad 2 @mention the #sxsw pop-up store (@mention Apple Store, SXSW w/ 17 others) {link}",iPad,2,checking ipad sxsw store apple store sxsw others link
"Checking out iPad Design Headaches
schedule.sxsw.com/events/event_IAP5507 #SXSW #tapworthy",,1,checking ipad design headache schedule sxsw event event sxsw tapworthy
"Checking out iPad Design Headaches (2 Tablets, Call in the Morning).
{link} #SXSW #tapworthy #fb",,0,checking ipad design headache tablet call morning link sxsw tapworthy
Checking out iPad Design Headaches (author Josh Clark) #Tapworthy #SXSW,,1,checking ipad design headache author josh clark tapworthy sxsw
"Checking out Mistakes I Made Building Netflix for the iPhone at #SXSW.
{link} #netflixiphone",,1,checking mistake made building netflix iphone sxsw link netflixiphone
It was about pen and ink and #miamibeach for me. But for now it's all iPhone and #sxsw for the next week.,iPhone,2,miamibeach iphone sxsw next week
"Checking out Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW.  #SXSW #sxsw15 #sxswiC",,1,checking poked liked tweeted google love story sxsw sxsw sxsw sxswic
"Checking out Q&amp;A W/ Google, Bing On Website Ranking at #SXSW.
{link} #qagb",,1,checking google bing website ranking sxsw link qagb
Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb,,1,checking with google bing website ranking sxsw qagb
Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb #raidsxsw,,1,checking with google bing website ranking sxsw qagb raidsxsw
Checking out Staying Alive: Can Indie iPhone Game Development Survive? at #SXSW #StayingAlive,,1,checking staying alive indie iphone game development survive sxsw stayingalive
Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},iPad,2,checking apple store looking checking ipad sxsw mosaicxm link
"Checking out the new Fast Society app. for iPhone ... Kinda like a group FourSquare, nice for #sxsw. Thanks to @mention for sharing!",iPad or iPhone App,2,checking fast society iphone kinda like group foursquare nice sxsw thanks sharing
Checking out the pop up Apple Store at #SXSW,,1,checking apple store sxsw
"Z4: Come Out, Come Out! {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf",,1,come come link code valid infektd sxsw zlf
Check it out! Great &amp; v. effective enviro app by @mention : Which Bin - {link} (iPhone 3gs+) #sxsw #sxswi #greatergood,iPad or iPhone App,2,check great effective enviro which link iphone sxsw sxswi greatergood
Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic #SXSW,Other Google product or service,2,traffic routing feature google map save year term wasted time traffic sxsw
The line outside the #SXSW Apple pop-up store. #wasteoftimeatsxsw {link},,1,line outside sxsw apple store wasteoftimeatsxsw link
The line outside the pop-up Apple store was crazy-long. This festival gets more entertaining every day. #sxsw,Apple,2,line outside apple store crazy long this festival get entertaining every sxsw
"Another POV from #SXSW: &quot;The Future of Reading Online Is Customization &amp; Sharing, Not Tablets (Yet)&quot; | Fast Company - {link}",,1,another sxsw quot future reading online customization sharing tablet quot fast company link
Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw,iPad or iPhone App,2,bank innovate great session quot customer joined bank america release iphone quot sxsw
"For the love of god, I need a macbook pro charger. The apple store on congress is closed. Where in Austin can I get one? #sxsw",,1,love need macbook charger apple store congress closed where austin sxsw
Totally love the copia cocoon messenger iPad bag I picked up for attending the redbox/gilt group/graphic.ly sesh this morning! #sxsw,Other Apple product or service,2,totally love copia cocoon messenger ipad picked attending redbox gilt group graphic sesh morning sxsw
I would love to meet u!! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam. showing my new iPhone game. #SXSW,,1,would love meet austin convention center today showing iphone game sxsw
Let me know also RT @mention Anyone know if #SXSW Apple Store still has iPads?,,1,know also anyone know sxsw apple store still ipads
"Anyone know an iPhone twitter app that will search for hashtags only from those that you follow? I don't always want all #SXSW, only some.",,1,anyone know iphone twitter search hashtags follow always want sxsw
Anyone know any android devs at #sxsw? let me know - there's a startup in need of help.,,1,anyone know android devs sxsw know startup need help
It only now dawned on me that the iPad 2 launch was timed to coincide with #SXSW to gain maximum #tech #hipster attention. #genius #apple,,2,dawned ipad launch timed coincide sxsw gain maximum tech hipster attention genius apple
Anyone know how long the line is at the  #sxsw #apple store on Congress?,,1,anyone know long line sxsw apple store congress
Anyone know if #SXSW Apple Store still has iPads?,,1,anyone know sxsw apple store still ipads
Anyone know if the #SXSW @mention store has crazy lines still today?,,1,anyone know sxsw store crazy line still today
Anyone know if the #sxsw Apple store sells MacBook batteries? #sxswi,,1,anyone know sxsw apple store sell macbook battery sxswi
anyone know if the apple store at #sxsw still has ipads? or is likely to run out today?,,1,anyone know apple store sxsw still ipads likely today
Anyone know if the pop-up Apple store on 6th &amp; Congress is sold out of 3G iPads yet?  #SxSw #Apple #SxSwi,,1,anyone know apple store congress sold ipads sxsw apple sxswi
"curious how iPad 2 sales went in Austin, TX where a lot of potential iPad 2 buyers are attending #SXSW",,1,curious ipad sale went austin potential ipad buyer attending sxsw
Strange how little Japan news penetrates #SXSW bubble. Only bar TVs on CNN suggest anything more important than iPad 2 is going on. #fb,,1,strange little japan news penetrates sxsw bubble only suggest anything important ipad going
Anyone know location of apple pop up store at #sxsw?,,1,anyone know location apple store sxsw
Anyone know of iPhone developers that will be attending #sxsw?  Please let me know. I have someone that would like to chat with you!,,1,anyone know iphone developer attending sxsw please know someone would like chat
Anyone know status of iPad 2s in Austin pop-up store? Sold out? Getting more? #ipad2 #sxsw,,1,anyone know status ipad austin store sold getting ipad sxsw
Anyone know the hours of the Apple pop-up store in Austin? #SxSW,,1,anyone know hour apple store austin sxsw
Anyone know the hours on the #sxsw Apple store? Kinda' hoping it's open 24 hours...,Apple,2,anyone know hour sxsw apple store kinda hoping open hour
"Wonders how this #SXSW creeps up every year and I still manage to not know about it! Stop, please, I'll #google.",,1,wonder sxsw creep every year still manage know stop please google
Anyone Know what the hours are for the Apple store at #SXSW?,,1,anyone know hour apple store sxsw
Anyone know what the ipad situation is at the Apple popup store? What do they have in stock? #sxsw #sxswi,,1,anyone know ipad situation apple popup store what stock sxsw sxswi
Anyone know what the line is like at the popup Apple store? #SXSW #ipad2,Apple,2,anyone know line like popup apple store sxsw ipad
Anyone know what the line's like now at the 6th &amp; congress temp Apple store? I hear they're open 'til midnight #iPad2 #sxsw #latenightgeeks,,1,anyone know line like congress temp apple store hear open midnight ipad sxsw latenightgeeks
Anyone know what time Apple popup store in Austin closes tonite? #SXSW #sxtxstate #iPad apple,,1,anyone know time apple popup store austin close tonite sxsw sxtxstate ipad apple
Anyone know what time the iPad/apple store opens on 6th and congress? #sxsw,,1,anyone know time ipad apple store open congress sxsw
Anyone know where I can buy a waterproof ipad case/pouch in Austin? #sxsw,,1,anyone know waterproof ipad case pouch austin sxsw
Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google,Google,2,anyone know able find video marissa mayer sxsw presentation google
How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link},Apple,2,know geek cross road take picture apple store sxsw link
Google showcase peak view of new Google Maps (vector-based maps) at #sxsw #marissagoogle,,1,google showcase peak view google map vector based map sxsw marissagoogle
"Google showing off google places with hotpot allows u to post review of place, goes in search results, maps for friends to see, others #sxsw",,2,google showing google place hotpot allows post review place go search result map friend others sxsw
Google showing preview of next-gen Blogger interface at #SXSW  {link} #cnet,,1,google showing preview next blogger interface sxsw link cnet
Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw,Google,2,dennis crowley love work google they could benefit working social well checkins sxsw
"Dennis Crowley on competitors: I think we're starting to compete against the bigger guys, facebook, google #checkins  #sxsw",,1,dennis crowley competitor think starting compete bigger guy facebook google checkins sxsw
"The Linkdown (non-#SXSW edition): iPad art show, RISE Austin, World Poopin' Day, social media events, more: {link}",,1,linkdown sxsw edition ipad show rise austin world poopin social medium event link
"Rolling down Congress past the Apple popup store for #SXSW (@mention Social Shuttle (Austin), from Social Media Club) [pic]: {link}",,1,rolling congress past apple popup store sxsw social shuttle austin social medium club link
Sitting down in the indie iPhone dev session. #Sxsw let's see what this is like...,,1,sitting indie iphone session sxsw like
Sitting down to accessibility and disabilities and iPad. #sxsw,,1,sitting accessibility disability ipad sxsw
You can download a free @mention sampler of some of the bands playing at #SXSW here: {link},,1,download free sampler band playing sxsw link
#SxSW - Downtown Austin Apple Store: Congress &amp; West 6th Street. (answered my own question the old fashion way... I googled it).,,1,sxsw downtown austin apple store congress west street answered question fashion googled
Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link},Google,2,google know everything people traffic around world sxtxstate sxsw link
Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link},iPad,2,setting shop sxsw smartest move ipad imho developer matter most ipad link
The Pop-up Apple Store at #sxsw  got a shipment of iPad 2's. Go get em #iPad2,,1,apple store sxsw shipment ipad ipad
"RIM and HP are going to lease stores next door, and put up ÛÏComing SoonÛ signs' {link} &lt;@mention on Apple at #SxSW",,1,going lease store next door coming soon sign link apple sxsw
The lineup at the #sxsw Apple pop up store.  {link},,1,lineup sxsw apple store link
SXSW Recap Day 4 It's Greaaat? Exploring Brand Mascots in the Digital Age - {link} #sxsw #HOTSHEET,,1,sxsw recap greaaat exploring brand mascot digital link sxsw hotsheet
just a tip for @mention iphone users. turn down your screen brightness (way down) to conserve battery power. huge difference! #sxsw,,1,iphone user turn screen brightness conserve battery power huge difference sxsw
Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.,Google,2,setting google gsdm sxsw party going zing check event sxsurrogates come
Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Other Google product or service,0,brought google map rerouted image jcpenney image macys trashy restraunts they comment uosxsw sxsw
N3: A Slap in the Face {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #necro,,1,slap face link code valid infektd sxsw necro
The #atzip iPhone app has been released in time for #sxsw. No waiting in line for Bar 96  Bands if you have the app.    {link},iPad or iPhone App,2,atzip iphone released time sxsw waiting line band link
Setting up my iPad2 - very swift and upbeat service this morning at the #SXSW Apple pop-up store.,iPad,2,setting ipad swift upbeat service morning sxsw apple store
Juicing up my iPhone. Thanks chevy volt boothe! #sxsw,,1,juicing iphone thanks chevy volt boothe sxsw
Loading up my iPhone w/ apps in prep for #sxsw. I'm curious to see what rises to the top.,,2,loading iphone apps prep sxsw curious rise
This group next to me has 6 ppl @mention the table. Everyone is using thier phone/ipad instead of taking to each other. #SXSW,,1,this group next table everyone using thier phone ipad instead taking sxsw
First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,,2,first stop sxsw hunt austin java game chance ipad
"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW - {link}",,1,gearing make splash launch quot groupon living social type quot reward sxsw link
"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link}",,1,gearing make splash launch quot groupon living social type quot reward sxsw link
"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} via @mention",,1,gearing make splash launch quot groupon living social type quot reward sxsw link
N12: Sheep to the slaughter {link} [codes valid: 12:00-3:59:59p 03/12/11] #infektd #sxsw #necro,,1,sheep slaughter link code valid infektd sxsw necro
#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,,2,apple store sxsw like dangling meat front lion irresistible little unfair they help
#Apple pop up store at #sxsw selling the new iPad. {link},,1,apple store sxsw selling ipad link
#Apple pop up store at #SXSW? {link} #tech,,1,apple store sxsw link tech
#apple pop up store making an appearance for #austin and #sxsw. {link},,1,apple store making appearance austin sxsw link
#apple pop-up store in #austin for #sxsw and #ipad2 launch! @mention thought you'd appreciate :-) {link} {link},,1,apple store austin sxsw ipad launch thought appreciate link link
#Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail,,1,apple store selling ipad sxsw link tech retail
#GSDM &amp; #Google The Industry Party for #SXSW is on. And @mention is in the house.,,1,gsdm google industry party sxsw house
Geeks &amp; gadgets are today's superstars. People lined up for 3 hrs at the sxswpopup shop to buy ipad 2 &amp; girls begging 2 hug d crowley. #sxsw,,1,geek gadget today superstar people lined sxswpopup shop ipad girl begging crowley sxsw
